tract,Name,Household_Income_rP_gP_p25
12101032005,"Wesley Chapel, FL",32991
41011000200,"Coos Bay, OR",32991
34029713203,"Brick, NJ",32991
36103122801,"Deer Park, NY",32991
6037407802,"La Puente, CA",32990
48479000108,"Laredo, TX",32990
12023110201,"Lake City, FL",32989
50007002200,"Colchester Village, Colchester, VT",32989
48029180603,"Inner West Side, San Antonio, TX",32989
26031960100,"Cheboygan, MI",32989
12109020500,"St. Augustine, FL",32989
25005655200,"Fairhaven, MA",32989
40133583900,"Wewoka, OK",32988
13021013407,"Macon, GA",32988
12011060114,"Lauderhill, FL",32988
28121020211,"Brandon, MS",32987
39035174103,"North Olmsted, OH",32987
26005032200,"Holland, MI",32987
26035000400,"Farwell, MI",32987
17031030500,"Magnolia Glen, Chicago, IL",32986
13275960300,"Coolidge, GA",32986
36115080300,"Hudson Falls, NY",32986
48201323900,"Golden Acres, Pasadena, TX",32986
48453002428,"Onion Creek, Austin, TX",32986
51153901227,"Woodbridge, VA",32986
19153000103,"Des Moines, IA",32985
30067000300,"Livingston, MT",32985
54057010600,"Keyser, WV",32985
6037532101,"South Montebello, Montebello, CA",32985
32003005501,"Boulder City, NV",32984
6065042517,"Moreno Valley, CA",32984
26081000700,"West Grand, Grand Rapids, MI",32983
6037482522,"South Montebello, Montebello, CA",32983
6107001302,"Visalia, CA",32983
6071002602,"Southridge Village, Fontana, CA",32983
40125500700,"Shawnee, OK",32982
36061016900,"Upper West Side, New York, NY",32982
19187000300,"Fort Dodge, IA",32981
9009361300,"Wolcott, CT",32981
50019951500,"Newport, VT",32981
18175967300,"Salem, IN",32981
2170000501,"Big Lake, AK",32981
35013001203,"Las Cruces, NM",32981
1043965700,"Bremen, AL",32980
21099970500,"Hardyville, KY",32980
12057011607,"Town N Country Alliance, Tampa, FL",32980
22085000300,"Zwolle, LA",32980
54045956102,"Chapmanville, WV",32979
51550021301,"Chesapeake, VA",32979
25025100900,"Mattapan, Boston, MA",32978
53053940011,"Northeast Tacoma, Tacoma, WA",32978
36011041200,"Auburn, NY",32977
6067009634,"Valley Hi / North Laguna, Sacramento, CA",32977
48479001710,"Laredo, TX",32976
53053073114,"Spanaway, WA",32976
26157000300,"Fairgrove, MI",32976
18089021100,"Hammond, IN",32976
37081016900,"Pleasant Garden, NC",32975
36093020102,"Schenectady, NY",32975
53063011101,"Nevada / Lidgerwood, Spokane, WA",32975
47093004610,"Cedar Bluff, Knoxville, TN",32974
21049020103,"Winchester, KY",32974
12011010502,"Coconut Creek, FL",32974
6065042403,"Moreno Valley, CA",32974
37059080200,"Advance, NC",32974
25027744200,"Milford, MA",32974
13089021706,"Atlanta, GA",32973
48061013600,"Brownsville, TX",32973
39025040702,"Milford, OH",32972
6013307205,"Antioch, CA",32972
25009206100,"Lynn, MA",32972
17049950800,"Effingham, IL",32972
6023010200,"Trinidad, CA",32972
1009050700,"Remlap, AL",32971
12086004304,"South Beach, Miami Beach, FL",32971
31055007440,"Northwest Omaha, Omaha, NE",32970
45063021111,"Columbia, SC",32970
4013104227,"Peoria Ave Citizen's Group, Glendale, AZ",32970
6023010102,"Hoopa, CA",32969
48029131614,"Estates / Mission Hills, San Antonio, TX",32969
17063000900,"Gardner, IL",32969
40063484800,"Holdenville, OK",32968
12057011408,"Tampa, FL",32968
4015940501,"Mohave Valley, AZ",32968
48215020101,"Mission, TX",32968
8077001706,"Clifton, CO",32967
47001020300,"Oak Ridge, TN",32967
21067002900,"Lexington, KY",32967
12095013405,"Southeast Orlando, Orlando, FL",32967
48029181716,"Far West Side, San Antonio, TX",32967
12011020206,"Margate, FL",32967
6073003107,"Jamacha-Lomita, San Diego, CA",32967
2150000100,"Kodiak, AK",32965
30093000100,"Butte, MT",32965
13103030203,"Guyton, GA",32965
15009030403,"Makawao, HI",32965
16019970403,"Idaho Falls, ID",32965
40109107403,"Southeast Oklahoma City, Oklahoma City, OK",32965
50015953400,"Wolcott, VT",32964
17037001300,"DeKalb, IL",32964
51113930200,"Madison, VA",32963
26099258100,"Eastpointe, MI",32963
28075001102,"Meridian, MS",32963
8001009310,"Denver, CO",32963
53009000700,"Port Angeles, WA",32962
22011960500,"DeRidder, LA",32962
42069103000,"South Side, Scranton, PA",32962
37193961200,"Wilkesboro, NC",32962
39035177304,"Parma, OH",32962
27137003800,"New Duluth, Duluth, MN",32962
39017010907,"Fairfield, OH",32962
54107010400,"Vienna, WV",32961
26159010300,"South Haven, MI",32961
9011709200,"Griswold, CT",32960
41017000900,"Redmond, OR",32960
17161021600,"Moline, IL",32960
6065941300,"Palm Springs, CA",32959
36009960400,"Perrysburg, NY",32959
17031140800,"Albany Park, Chicago, IL",32959
23031023000,"Limerick, ME",32959
42125744100,"Canonsburg, PA",32958
39049008161,"Westland, Columbus, OH",32958
6101050201,"Yuba City, CA",32958
29031880600,"Cape Girardeau, MO",32958
54081001001,"Beckley, WV",32958
23017965800,"Hartford, ME",32958
53011041900,"Shumway, Vancouver, WA",32958
12017451101,"Inverness, FL",32958
48303010510,"Lubbock, TX",32958
22087030105,"Saint Bernard, LA",32957
24015030501,"Elkton, MD",32957
53035092200,"Port Orchard, WA",32957
29201780300,"Oran, MO",32957
53063014400,"Spokane, WA",32957
45063021204,"Chapin, SC",32957
36007012500,"Windsor, NY",32957
36009960600,"Little Valley, NY",32956
29219820102,"Warrenton, MO",32956
51087200903,"Glen Allen, VA",32956
42003517000,"Pittsburgh, PA",32956
39059977400,"Cambridge, OH",32956
41013950200,"Prineville, OR",32956
54107010702,"Mineral Wells, WV",32956
17097861402,"Round Lake, IL",32955
17031813900,"Cicero, IL",32954
8005087300,"Denver, CO",32954
12086004205,"Flamingo / Lummus, Miami Beach, FL",32954
25017310100,"Downtown, Lowell, MA",32954
6075013300,"Presidio Heights, San Francisco, CA",32954
1079979800,"Moulton, AL",32954
15001021800,"Kapaau, HI",32954
6059086402,"Northeast Anaheim, Anaheim, CA",32953
51063920102,"Floyd, VA",32953
37101040800,"Smithfield, NC",32953
54031970100,"Baker, WV",32953
6037403722,"Covina, CA",32952
32003003305,"Las Vegas, NV",32952
26163562500,"Plymouth, MI",32952
42003320700,"Overbrook, Pittsburgh, PA",32952
26087340500,"Almont, MI",32952
25005640600,"Fall River, MA",32951
5049550100,"Mammoth Spring, AR",32951
4003000201,"Willcox, AZ",32951
1103001000,"Decatur, AL",32950
13151070402,"Locust Grove, GA",32950
35049001102,"Santa Fe, NM",32950
26091062000,"Jasper, MI",32949
21195931800,"Mouthcard, KY",32949
20173008800,"Orchard Park, Wichita, KS",32948
6073013203,"Chula Vista, CA",32948
18085962400,"Mentone, IN",32947
42079214400,"Nanticoke, PA",32947
49035113505,"West Valley City, UT",32947
29169470286,"Saint Robert, MO",32947
36005009600,"Bronx County, NY",32947
24005420200,"Dundalk, MD",32947
23003952300,"Monticello, ME",32947
29195090700,"Sweet Springs, MO",32947
51087200906,"Glen Allen, VA",32947
47165020101,"Bethpage, TN",32946
36061014801,"Upper East Side, New York, NY",32946
6107001003,"Visalia, CA",32946
47143975000,"Spring City, TN",32946
36119000202,"Ludlow, Yonkers, NY",32945
46099000600,"All Saints, Sioux Falls, SD",32945
39095007902,"Franklin Park, Toledo, OH",32945
6037462302,"Pasadena, CA",32945
12057006200,"Palma Ceia, Tampa, FL",32944
27163070910,"Oakdale, MN",32944
6111004716,"Lemonwood Eastmont, Oxnard, CA",32944
44007015900,"Pawtucket, RI",32943
48275950200,"Munday, TX",32943
17091011100,"Saint Anne, IL",32943
6037430901,"Monrovia, CA",32943
21031930100,"Morgantown, KY",32943
9009345400,"Naugatuck, CT",32943
42013010800,"Williamsburg, PA",32942
42051261000,"Vanderbilt, PA",32942
6001403800,"Lakeshore, Oakland, CA",32941
36091060902,"Schuylerville, NY",32941
53053072310,"University Place, WA",32941
49011125301,"Sunset, UT",32941
20173006900,"Fabrique, Wichita, KS",32941
26065006200,"Mason, MI",32940
41005024100,"Colton, OR",32940
55009001600,"Green Bay, WI",32940
35043010713,"Rio Rancho, NM",32940
48027021700,"Belton, TX",32939
26093740600,"Brighton, MI",32939
17031550100,"South Side, Chicago, IL",32939
22073001700,"Monroe, LA",32939
5139950500,"El Dorado, AR",32938
48215023515,"Edinburg, TX",32938
48201522301,"Northwest Houston, Houston, TX",32938
6073013000,"Chula Vista, CA",32938
19155030200,"Council Bluffs, IA",32937
6059062619,"Laguna Beach, CA",32937
5083950500,"Booneville, AR",32937
45051051403,"Myrtle Beach, SC",32937
51041100934,"Midlothian, VA",32937
48201453601,"Alief, Houston, TX",32936
8031004201,"East, Denver, CO",32936
21145031200,"Paducah, KY",32936
5145070200,"Searcy, AR",32936
6071003611,"Colton, CA",32935
4003000901,"Douglas, AZ",32935
23013970400,"Warren, ME",32935
49049002300,"Franklin, Provo, UT",32935
12049970101,"Wauchula, FL",32935
37061090502,"Beulaville, NC",32934
41029003001,"Gold Hill, OR",32934
41033360300,"Merlin, OR",32934
8041008000,"Northeast Colorado Springs, Colorado Springs, CO",32934
6037602404,"Hawthorne, CA",32934
40135030402,"Muldrow, OK",32933
26145013100,"Birch Run, MI",32933
6037910711,"Palmdale, CA",32933
39077916600,"New London, OH",32933
47079969800,"Henry, TN",32933
1077011602,"Florence, AL",32933
12019031200,"Green Cove Springs, FL",32932
5045030702,"Conway, AR",32932
47157020635,"Easthill, Bartlett, TN",32932
26161405200,"Bryant Pattengill East, Ann Arbor, MI",32932
26041970800,"Escanaba, MI",32931
12071020400,"North Fort Myers, FL",32931
24017851002,"La Plata, MD",32931
2090001200,"Fairbanks, AK",32931
40109106601,"Central Oklahoma City, Oklahoma City, OK",32931
21049020500,"Winchester, KY",32931
48255970300,"Kenedy, TX",32930
17151971200,"Eddyville, IL",32930
6083002303,"Santa Maria, CA",32930
31111959900,"North Platte, NE",32930
55117000202,"Raider, Sheboygan, WI",32930
20111000400,"Emporia, KS",32929
28121020301,"Pearl, MS",32928
36105950500,"Liberty, NY",32928
48157675200,"Cambridge Village, Rosenberg, TX",32928
12127082406,"Harborside Village, South Daytona, FL",32928
51059422102,"Lorton, VA",32928
5007020206,"Rogers, AR",32927
35013001702,"Anthony, NM",32927
6085501300,"Central San Jose, San Jose, CA",32926
6047000505,"Winton, CA",32926
6059063807,"Mesa Verde, Costa Mesa, CA",32925
36081094203,"Queens County, NY",32925
48485011500,"Wichita Falls, TX",32924
4019470400,"Ajo Townsite, Ajo, AZ",32924
17167003500,"New Berlin, IL",32924
18081610201,"Greenwood, IN",32923
24005411404,"Parkville, MD",32923
42077001502,"Allentown, PA",32923
48303001501,"Tech Terrace, Lubbock, TX",32923
6085513000,"Stanford, CA",32922
28049010305,"Clinton, MS",32922
1115040106,"Odenville, AL",32922
37097060902,"Statesville, NC",32922
6037532606,"Huntington Park, CA",32922
34001013302,"Ventnor City, NJ",32922
48201511301,"Greater Heights, Houston, TX",32922
53033006700,"Queen Anne, Seattle, WA",32921
12071020202,"North Fort Myers, FL",32920
40047001500,"Enid, OK",32920
13051011106,"Savannah, GA",32920
48185180102,"Plantersville, TX",32920
39089751600,"Newark, OH",32919
6067004802,"Lindale, Sacramento, CA",32918
53067011500,"Lacey, WA",32918
29091090200,"Mountain View, MO",32918
40047000600,"Enid, OK",32918
12115000900,"Indian Beach/Sapphire Shores, Sarasota, FL",32918
6067008141,"Sunrise Oaks, Citrus Heights, CA",32917
48201233200,"Northeast Houston, Houston, TX",32917
48471790500,"Huntsville, TX",32917
29097012200,"Oronogo, MO",32917
36005041100,"Bronx County, NY",32916
48469000700,"Victoria, TX",32916
36103159509,"Mastic Beach, NY",32916
33017084100,"Rochester, NH",32916
12111382008,"Port St. Lucie, FL",32916
26107960200,"Mecosta, MI",32916
26099250900,"Saint Clair Shores, MI",32916
36029015201,"Hamburg, NY",32915
34015501102,"Woodbury, NJ",32915
4013319703,"Tempe, AZ",32915
26121003900,"Montague, MI",32915
23011010801,"Manchester, ME",32914
12057007102,"South Tampa, Tampa, FL",32914
36057070500,"Amsterdam, NY",32913
48141003801,"Thomas Manor, El Paso, TX",32913
31109000100,"Havelock, Lincoln, NE",32913
53053071207,"Puyallup, WA",32912
25027710800,"Fitchburg, MA",32912
6073017701,"Encinitas, CA",32912
55105000800,"Janesville, WI",32911
6037119201,"Arleta, Los Angeles, CA",32911
6071003200,"Fontana, CA",32911
16055001400,"Coeur d'Alene, ID",32911
51003011301,"Charlottesville, VA",32910
42021000700,"Johnstown, PA",32910
6029005004,"Delano, CA",32910
32003005826,"Las Vegas, NV",32910
50017959400,"Randolph, VT",32910
6037117530,"North Hills, Los Angeles, CA",32909
37085070901,"Angier, NC",32909
32003002827,"Las Vegas, NV",32909
18149953700,"Grovertown, IN",32909
36047050700,"Kings County, NY",32909
29159480300,"Sedalia, MO",32909
12073002101,"Hidden Lakes, Tallahassee, FL",32909
51590000700,"Danville, VA",32908
32003002848,"Paradise Valley, Las Vegas, NV",32908
36119001800,"Northwest Yonkers, Yonkers, NY",32908
55059001400,"Kenosha, WI",32908
53071920802,"Walla Walla, WA",32907
42079218000,"Hanover, PA",32907
6065050500,"Murrieta, CA",32907
55025003100,"Madison, WI",32907
17101880800,"Sumner, IL",32907
37157041601,"Reidsville, NC",32906
6065044804,"Palm Springs, CA",32906
24021750506,"Hillcrest Orchards, Frederick, MD",32906
40143007801,"Bixby, OK",32906
17197880507,"Romeoville, IL",32905
11001002802,"Columbia Heights, Washington, DC",32905
36011041000,"King Ferry, NY",32904
17037000700,"Sycamore, IL",32904
48231961502,"Royse City, TX",32904
39035160200,"Lakewood, OH",32903
6067004903,"Southwestern Sacramento, Sacramento, CA",32903
39065000300,"Dola, OH",32902
6037127605,"Lake Balboa, Los Angeles, CA",32902
44007016800,"Pawtucket, RI",32902
48201411100,"River Oaks, Houston, TX",32902
25001014600,"East Falmouth, Falmouth, MA",32902
30029000700,"Evergreen, MT",32901
17031813500,"Cicero, IL",32901
47115050101,"Whitwell, TN",32901
33007950300,"Dummer, NH",32901
6115040200,"Marysville, CA",32900
32031002500,"Reno, NV",32900
48463950300,"Uvalde, TX",32900
17031813100,"Oak Park, IL",32899
30063001800,"Missoula County, MT",32899
6059076206,"Orange, CA",32899
6059074109,"Valley Adams, Santa Ana, CA",32898
42051262702,"Markleysburg, PA",32898
26081010401,"Sparta, MI",32898
22051027806,"Marrero, LA",32898
6037534001,"South Montebello, Bell Gardens, CA",32898
45083021200,"Converse Heights, Spartanburg, SC",32898
32031002901,"Sparks, NV",32898
53065950300,"Colville, WA",32897
33001966000,"Laconia, NH",32897
26099256400,"Roseville, MI",32897
6013303202,"Brentwood, CA",32897
48201220400,"North Houston, Houston, TX",32896
39105964300,"Rutland, OH",32896
45045002604,"Taylors, SC",32896
19113002400,"Cedar Rapids, IA",32896
6073013401,"Chula Vista, CA",32896
27123036800,"West Seventh, Saint Paul, MN",32895
36047033500,"Kings County, NY",32895
6059099249,"Santa Anita Park, Santa Ana, CA",32895
6013313103,"Pittsburg, CA",32895
36055013800,"Rochester, NY",32895
29189210928,"Florissant, MO",32895
2220000200,"Sitka, AK",32894
12086004405,"Flamingo / Lummus, Miami Beach, FL",32894
6037213310,"Central LA, Los Angeles, CA",32894
53041972000,"Randle, WA",32893
39061004604,"Mount Washington, Cincinnati, OH",32893
12086013700,"Hialeah, FL",32892
42087960100,"Milroy, PA",32892
6073013801,"Spring Valley, CA",32892
5031000502,"Jonesboro, AR",32892
6037224020,"South Los Angeles, Los Angeles, CA",32892
4013061011,"Litchfield Park, AZ",32892
35001004750,"S.r. Marmon, Albuquerque, NM",32892
44007013002,"Oakland, Burrillville, RI",32891
6065040501,"Glen Avon, Riverside, CA",32891
6037122200,"Sun Valley, Los Angeles, CA",32891
27123037601,"Highland, Saint Paul, MN",32891
40031000402,"Lawton, OK",32890
37081014412,"High Point, NC",32890
12101032012,"Saddlebrook Corporate Center, Wesley Chapel, FL",32888
39091004300,"De Graff, OH",32888
42079213300,"Pringle, PA",32888
6037219500,"South Los Angeles, Los Angeles, CA",32888
42133010210,"East York, PA",32888
26025003100,"Homer, MI",32887
4019004627,"Casas Adobes Terrace, Tucson, AZ",32887
36047102400,"Kings County, NY",32887
6037535603,"South Gate, CA",32887
36057070200,"Amsterdam, NY",32887
28067950200,"Laurel, MS",32887
26099222500,"New Baltimore, MI",32886
17017960300,"Beardstown, IL",32886
6093000702,"Yreka, CA",32886
55087011200,"Appleton, WI",32885
47131965800,"Rives, TN",32885
6037294421,"Harbor City, Los Angeles, CA",32885
6037531902,"South Montebello, East Los Angeles, CA",32885
48039664200,"Freeport, TX",32885
41005021602,"Southgate, Portland, OR",32884
2090001500,"North Pole, AK",32884
40079040401,"Poteau, OK",32883
27053020302,"Minneapolis, MN",32883
21125970500,"London, KY",32883
34005701002,"Beverly, NJ",32883
48439111523,"East Arlington, Arlington, TX",32883
6067001400,"Central Sacramento, Sacramento, CA",32882
12015020301,"Port Charlotte, FL",32882
16055001500,"Coeur d'Alene, ID",32882
18163003804,"Evansville, IN",32881
47149040502,"Lascassas, TN",32881
18109510702,"Martinsville, IN",32881
48215023700,"Edinburg, TX",32881
54061010400,"Morgantown, WV",32881
41039001801,"Springfield, OR",32880
26063950500,"Pigeon, MI",32880
6065042404,"Moreno Valley, CA",32880
36081055900,"Queens County, NY",32880
6073012002,"National City, CA",32880
46099000700,"Folsom's Addition, Sioux Falls, SD",32879
13195020200,"Danielsville, GA",32879
6089012302,"Anderson, CA",32879
37029950102,"Camden, NC",32879
42091202603,"Glenside, PA",32879
42003427000,"Millvale, PA",32879
17117956800,"Wilsonville, IL",32878
6075022901,"Mission District, San Francisco, CA",32878
51710003000,"Lafayette-Winona, Norfolk, VA",32878
1003010905,"Silverhill, AL",32878
8005006000,"Englewood, CO",32877
48487950600,"Vernon, TX",32877
6077005119,"Lathrop, CA",32877
6077002504,"Seaport, Stockton, CA",32877
6065043311,"Hemet, CA",32877
51680001000,"Fort Hill, Lynchburg, VA",32877
27123034400,"Dayton's Bluff, Saint Paul, MN",32876
39035137103,"Brooklyn, OH",32876
36037950400,"Batavia, NY",32876
18081611200,"Franklin, IN",32876
1089002911,"Huntsville, AL",32876
6037500900,"El Rancho, Pico Rivera, CA",32875
21175950400,"West Liberty, KY",32875
42129805200,"Monessen, PA",32875
6037208401,"Central LA, Los Angeles, CA",32875
12033003610,"North Northwest Pensacola, Pensacola, FL",32875
42017105600,"Yardley, PA",32875
48479000107,"Eastern Division, Laredo, TX",32875
37071032505,"Gastonia, NC",32874
12127091028,"Deltona Lakes, Deltona, FL",32874
23001043000,"Livermore, ME",32874
18123952500,"Tell City, IN",32874
5045031003,"Conway, AR",32874
49057201600,"Ogden, UT",32873
48029191202,"North Central, San Antonio, TX",32873
12081000805,"Bradenton, FL",32873
11001001902,"Manor Park, Washington, DC",32872
42077006800,"Fountain Hill, PA",32872
37119005913,"Griers Fork, Charlotte, NC",32872
17031510100,"South Deering, Chicago, IL",32872
6079012000,"Grover Beach, CA",32872
47149040303,"Smyrna, TN",32871
40109107606,"Midwest City, OK",32871
25023545100,"Wareham, MA",32871
53015000800,"Glenwood, Longview, WA",32871
39003010900,"Lima, OH",32871
37039930100,"Andrews, NC",32870
26161414200,"Carpenter, Ann Arbor, MI",32870
37059080300,"Advance, NC",32870
34005701203,"Burlington, NJ",32870
40109107605,"Midwest City, OK",32869
34039030600,"Elizabeth, NJ",32869
51510200703,"Southwest Quadrant, Alexandria, VA",32868
6037577000,"Eastside, Long Beach, CA",32868
24033803700,"Hyattsville, MD",32868
48021950600,"Smithville, TX",32867
6075017902,"Treasure Island, San Francisco, CA",32867
36103159404,"Mastic, NY",32867
48201451403,"Westside, Houston, TX",32867
42079213600,"Plymouth, PA",32866
6073003211,"Paradise Hills, San Diego, CA",32866
21183920400,"Horse Branch, KY",32866
6007001702,"Magalia, CA",32866
36005042000,"Bronx County, NY",32866
13117130406,"Cumming, GA",32865
51153900501,"Woodbridge, VA",32865
50023955500,"Northfield, VT",32865
5059020700,"Bismarck, AR",32865
27123031801,"Greater East Side, Saint Paul, MN",32864
17113001106,"Bloomington, IL",32864
8005005612,"Greenwood Village, CO",32864
39113090303,"Pheasant Hill, Dayton, OH",32864
51097950400,"Saint Stephens Church, VA",32864
41051002901,"Northeast Portland, Portland, OR",32864
27137000900,"East Hillside, Duluth, MN",32864
24033805201,"Hyattsville, MD",32863
17161023100,"Rock Island, IL",32863
40135030201,"Vian, OK",32862
48305950400,"Wilson, TX",32862
6037571703,"Addams, Long Beach, CA",32861
48251130700,"Cleburne, TX",32861
48201240802,"Humble, TX",32861
45073030100,"Mountain Rest, SC",32861
36101960600,"Hornell, NY",32861
6073010402,"Imperial Beach, CA",32861
45045001600,"Taylors, SC",32860
53057951000,"Sedro-Woolley, WA",32860
32001950600,"Fallon, NV",32860
41035971200,"Klamath Falls, OR",32860
34001000300,"Atlantic City, NJ",32860
29047020602,"Kansas City, MO",32860
29021001600,"Saint Joseph, MO",32859
54091964900,"Grafton, WV",32859
6053011000,"Carmel Valley, CA",32859
13077170404,"Thomas Crossroads, Newnan, GA",32859
6065031200,"Victoria, Riverside, CA",32858
6073020208,"Midway, Escondido, CA",32858
26017280500,"Bay City, MI",32858
42003191600,"Beechview, Pittsburgh, PA",32858
8085966300,"Montrose, CO",32858
5131010301,"Fort Smith, AR",32857
29047021207,"Sherrydale, Kansas City, MO",32857
35049010304,"Santa Fe, NM",32857
39007001002,"Geneva, OH",32856
55105000500,"Janesville, WI",32856
18097340113,"Wayne, Indianapolis, IN",32856
37037020104,"Pittsboro, NC",32855
53061052803,"Marysville, WA",32855
12103025401,"Clearwater, FL",32855
53033032010,"Maple Valley, WA",32855
37089930402,"Hendersonville, NC",32855
27109000500,"Kutzky Park, Rochester, MN",32854
6037209102,"Central LA, Los Angeles, CA",32854
41051009907,"Gresham Butte, Gresham, OR",32854
22101041200,"Baldwin, LA",32854
23003951200,"Caribou, ME",32854
26025003200,"Albion, MI",32853
6065044911,"Palm Desert, CA",32852
34029736001,"Little Egg Harbor Township, NJ",32852
22017024700,"Freestate, North Highlands, Shreveport, LA",32851
12009063104,"Rockledge, FL",32851
12086011007,"Homestead, FL",32851
12071010601,"Caloosahatchee, Cape Coral, FL",32851
26125145200,"Waterford Township, MI",32851
4025002002,"Cottonwood, AZ",32851
8001008541,"Brighton, CO",32851
37171930700,"Mount Airy, NC",32850
42033330700,"Frenchville, PA",32850
39089756800,"Pataskala, OH",32850
26163556800,"Livonia, MI",32849
12127080300,"Ormond By The Sea, Ormond Beach, FL",32849
17031812301,"Oak Park, IL",32849
10003013501,"Hockessin, DE",32848
29145020601,"Joplin, MO",32848
6059001202,"La Habra, CA",32847
51700031902,"Central Newport News, Newport News, VA",32847
24005430700,"Halethorpe, MD",32847
17045070300,"Paris, IL",32847
39113090304,"Dayton, OH",32847
6037267501,"West Los Angeles, Los Angeles, CA",32846
26139021201,"Grand Haven, MI",32846
48467950900,"Ben Wheeler, TX",32846
17009970500,"Mount Sterling, IL",32846
48201432500,"Westside, Houston, TX",32845
12071020101,"Jacarandas, North Fort Myers, FL",32845
6037910504,"Palmdale, CA",32845
41047002101,"Faye Wright, Salem, OR",32845
4021000206,"San Tan Valley, AZ",32845
48141001201,"Roberts, El Paso, TX",32845
42003080200,"Bloomfield, Pittsburgh, PA",32845
12103024100,"Saint Petersburg, FL",32845
51177020408,"Spotsylvania Courthouse, VA",32845
37019020308,"Oak Island, NC",32845
40143005300,"Tulsa, OK",32844
12073000301,"Woodland Drives, Tallahassee, FL",32844
15003010905,"Kailua, HI",32844
25025110103,"Forest Hills / Woodbourne, Boston, MA",32844
26103002300,"Champion, MI",32843
1043964400,"Vinemont, AL",32842
13185011600,"Lake Park, GA",32842
48201323100,"Satsuma Gardens, Pasadena, TX",32842
24017850713,"Waldorf, MD",32841
13139000400,"Gainesville, GA",32841
29159480800,"Sedalia, MO",32841
6071004401,"Rancho West, Rialto, CA",32840
4013618200,"Deer Valley, Glendale, AZ",32840
34021004204,"Princeton, NJ",32840
18109510100,"Mooresville, IN",32840
29037060700,"Garden City, MO",32839
48201554600,"Lakewood Forest, Tomball, TX",32839
12099006911,"Delray Beach, FL",32839
42101031900,"Northeast Philadelphia, Philadelphia, PA",32838
51031020600,"Altavista, VA",32837
6029002816,"Spice Tract, Bakersfield, CA",32837
55079170500,"South Milwaukee, WI",32837
48477170200,"Brenham, TX",32837
47037018901,"Caldwall, Nashville, TN",32836
32013010702,"Winnemucca, NV",32836
17177001100,"Freeport, IL",32836
36005025700,"Bronx County, NY",32836
13047030402,"Ringgold, GA",32836
48479001715,"Laredo, TX",32836
48281950500,"Lampasas, TX",32835
6071010026,"Victorville, CA",32835
51067020500,"Boones Mill, VA",32835
32007950900,"Elko, NV",32835
22071000612,"New Aurora, New Orleans, LA",32832
39009973101,"Athens, OH",32832
34013017700,"West Orange, NJ",32832
19163013400,"Bettendorf, IA",32832
55067960600,"Antigo, WI",32831
47183968203,"Martin, TN",32831
6037192610,"Central LA, Los Angeles, CA",32831
36043010702,"Little Falls, NY",32831
51069050300,"Cross Junction, VA",32830
37025041501,"Harrisburg, NC",32830
36047004300,"Kings County, NY",32829
26163587900,"Belleville, MI",32829
29167960400,"Bolivar, MO",32829
12083001208,"Ocala, FL",32829
12086001206,"Miami Shores, FL",32829
36061018300,"Upper West Side, New York, NY",32828
47031971000,"Tullahoma, TN",32828
36061017300,"Upper West Side, New York, NY",32828
29145020100,"Neosho, MO",32827
5113950200,"Mena, AR",32827
29101960600,"Warrensburg, MO",32827
18089041400,"Gary, IN",32827
17195001200,"Sterling, IL",32827
6037104103,"Sylmar, Los Angeles, CA",32827
42101025700,"Chestnut Hill, Philadelphia, PA",32826
17157951300,"Chester, IL",32826
45079010308,"Irmo, SC",32826
48201310400,"South Central Houston, Houston, TX",32826
39133601701,"Kent, OH",32826
4013092713,"Glendale, AZ",32826
13047030401,"Ringgold, GA",32825
41041950303,"Lincoln City, OR",32825
35045000708,"Farmington, NM",32825
6013366002,"San Pablo, CA",32825
48201222401,"Northfield Place, Houston, TX",32825
47021070102,"Ashland City, TN",32825
53077001400,"Union Gap, WA",32824
5055480400,"Paragould, AR",32824
5119004216,"Rock Creek, Little Rock, AR",32824
26145010502,"Saginaw Township South, Saginaw, MI",32824
37099950300,"Sylva, NC",32824
27137011200,"Brookston, MN",32823
51153900905,"Triangle, VA",32823
45051060405,"Conway, SC",32823
48201510900,"Lazybrook/ Timbergrove, Houston, TX",32823
24015030506,"Elkton, MD",32823
10003014403,"Newark, DE",32822
6029004102,"Shafter, CA",32822
18117951700,"Paoli, IN",32821
36029004500,"Starin Central, Buffalo, NY",32821
26049012702,"Swartz Creek, MI",32821
39145002600,"Wheelersburg, OH",32821
47113001606,"Jackson, TN",32821
12117020201,"Sanford, FL",32820
22073010201,"Town and Country, Monroe, LA",32820
4023966103,"Nogales, AZ",32820
17007010602,"Poplar Grove, IL",32820
54037972506,"Charles Town, WV",32819
26125128600,"Lake Orion, Orion charter Township, MI",32819
40081961200,"Tryon, OK",32819
12086006711,"Brickell, Miami, FL",32819
39049007954,"Hilliard Green, Hilliard, OH",32819
48453001745,"North Austin, Austin, TX",32819
36081061602,"Queens County, NY",32818
51031020401,"Lynchburg, VA",32818
54029021500,"Chester, WV",32817
36103111100,"Huntington Station, NY",32817
4013812100,"Chandler, AZ",32816
54033030700,"Clarksburg, WV",32816
48141001001,"Military Heights, El Paso, TX",32816
55117000201,"Sheboygan, WI",32816
48201421500,"Southwest Houston, Houston, TX",32815
36021001400,"Hudson, NY",32815
4019004061,"Vail, AZ",32815
54039001500,"Charleston, WV",32815
41071030201,"Newberg, OR",32815
8041006700,"West Colorado Springs, Manitou Springs, CO",32814
17197880111,"Bolingbrook, IL",32814
